Timestamp,Value
"10/02/2021, 16:00:00",2.25
"10/02/2021, 17:00:00",2.234
"10/02/2021, 18:00:00",2.245
"10/02/2021, 19:00:00",2.251
"10/02/2021, 20:00:00",2.263
"10/02/2021, 21:00:00",2.261
"10/02/2021, 22:00:00",2.274
"10/02/2021, 23:00:00",2.281
"10/03/2021, 00:00:00",2.273
"10/03/2021, 01:00:00",2.28
"10/03/2021, 02:00:00",2.25
"10/03/2021, 03:00:00",2.251
"10/03/2021, 04:00:00",2.277
"10/03/2021, 05:00:00",2.274
"10/03/2021, 06:00:00",2.289
"10/03/2021, 07:00:00",2.28
"10/03/2021, 08:00:00",2.268
"10/03/2021, 09:00:00",2.272
"10/03/2021, 10:00:00",2.296
"10/03/2021, 11:00:00",2.296
"10/03/2021, 12:00:00",2.287
"10/03/2021, 13:00:00",2.26
"10/03/2021, 14:00:00",2.241
"10/03/2021, 15:00:00",2.251
"10/03/2021, 16:00:00",2.254
"10/03/2021, 17:00:00",2.226
"10/03/2021, 18:00:00",2.22
"10/03/2021, 19:00:00",2.205
"10/03/2021, 20:00:00",2.175
"10/03/2021, 21:00:00",2.189
"10/03/2021, 22:00:00",2.189
"10/03/2021, 23:00:00",2.177
"10/04/2021, 00:00:00",2.196
"10/04/2021, 01:00:00",2.183
"10/04/2021, 02:00:00",2.192
"10/04/2021, 03:00:00",2.186
"10/04/2021, 04:00:00",2.174
"10/04/2021, 05:00:00",2.185
"10/04/2021, 06:00:00",2.214
"10/04/2021, 07:00:00",2.175
"10/04/2021, 08:00:00",2.187
"10/04/2021, 09:00:00",2.197
"10/04/2021, 10:00:00",2.211
"10/04/2021, 11:00:00",2.212
"10/04/2021, 12:00:00",2.204
"10/04/2021, 13:00:00",2.184
"10/04/2021, 14:00:00",2.189
"10/04/2021, 15:00:00",2.182
"10/04/2021, 16:00:00",2.192
"10/04/2021, 17:00:00",2.214
"10/04/2021, 18:00:00",2.2
"10/04/2021, 19:00:00",2.204
"10/04/2021, 20:00:00",2.218
"10/04/2021, 21:00:00",2.202
"10/04/2021, 22:00:00",2.216
"10/04/2021, 23:00:00",2.214
"10/05/2021, 00:00:00",2.215
"10/05/2021, 01:00:00",2.223
"10/05/2021, 02:00:00",2.24
"10/05/2021, 03:00:00",2.231
"10/05/2021, 04:00:00",2.225
"10/05/2021, 05:00:00",2.219
"10/05/2021, 06:00:00",2.229
"10/05/2021, 07:00:00",2.194
"10/05/2021, 08:00:00",2.19
"10/05/2021, 09:00:00",2.199
"10/05/2021, 10:00:00",2.2
"10/05/2021, 11:00:00",2.211
"10/05/2021, 12:00:00",2.228
"10/05/2021, 13:00:00",2.238
"10/05/2021, 14:00:00",2.247
"10/05/2021, 15:00:00",2.227
"10/05/2021, 16:00:00",2.234
"10/05/2021, 17:00:00",2.223
"10/05/2021, 18:00:00",2.215
"10/05/2021, 19:00:00",2.225
"10/05/2021, 20:00:00",2.212
"10/05/2021, 21:00:00",2.207
"10/05/2021, 22:00:00",2.207
"10/05/2021, 23:00:00",2.205
"10/06/2021, 00:00:00",2.186
"10/06/2021, 01:00:00",2.14
"10/06/2021, 02:00:00",2.13
"10/06/2021, 03:00:00",2.148
"10/06/2021, 04:00:00",2.135
"10/06/2021, 05:00:00",2.166
"10/06/2021, 06:00:00",2.213
"10/06/2021, 07:00:00",2.236
"10/06/2021, 08:00:00",2.236
"10/06/2021, 09:00:00",2.239
"10/06/2021, 10:00:00",2.223
"10/06/2021, 11:00:00",2.233
"10/06/2021, 12:00:00",2.24
"10/06/2021, 13:00:00",2.22
"10/06/2021, 14:00:00",2.215
"10/06/2021, 15:00:00",2.212
"10/06/2021, 16:00:00",2.211
"10/06/2021, 17:00:00",2.19
"10/06/2021, 18:00:00",2.172
"10/06/2021, 19:00:00",2.17
"10/06/2021, 20:00:00",2.164
"10/06/2021, 21:00:00",2.191
"10/06/2021, 22:00:00",2.195
"10/06/2021, 23:00:00",2.186
"10/07/2021, 00:00:00",2.249
"10/07/2021, 01:00:00",2.344
"10/07/2021, 02:00:00",2.319
"10/07/2021, 03:00:00",2.294
"10/07/2021, 04:00:00",2.324
"10/07/2021, 05:00:00",2.3
"10/07/2021, 06:00:00",2.316
"10/07/2021, 07:00:00",2.272
"10/07/2021, 08:00:00",2.286
"10/07/2021, 09:00:00",2.291
"10/07/2021, 10:00:00",2.298
"10/07/2021, 11:00:00",2.288
"10/07/2021, 12:00:00",2.291
"10/07/2021, 13:00:00",2.298
"10/07/2021, 14:00:00",2.296
"10/07/2021, 15:00:00",2.276
"10/07/2021, 16:00:00",2.279
"10/07/2021, 17:00:00",2.29
"10/07/2021, 18:00:00",2.288
"10/07/2021, 19:00:00",2.265
"10/07/2021, 20:00:00",2.268
"10/07/2021, 21:00:00",2.265
"10/07/2021, 22:00:00",2.267
"10/07/2021, 23:00:00",2.278
"10/08/2021, 00:00:00",2.294
"10/08/2021, 01:00:00",2.307
"10/08/2021, 02:00:00",2.278
"10/08/2021, 03:00:00",2.287
"10/08/2021, 04:00:00",2.269
"10/08/2021, 05:00:00",2.265
"10/08/2021, 06:00:00",2.262
"10/08/2021, 07:00:00",2.276
"10/08/2021, 08:00:00",2.282
"10/08/2021, 09:00:00",2.273
"10/08/2021, 10:00:00",2.264
